station_m,slope,manning_n,initial_depth_m,rainfall_rate_m_per_min,label
0.0,1e-06,0.000467,2.5,2.8935185185185185e-07,Priest Rapids Dam
24521.48573150133,0.002591594539065892,0.000467,2.5,2.8935185185185185e-07,White Bluffs
39570.13605550497,0.0022211648887375686,0.000467,2.5,2.8935185185185185e-07,Hanford 100 Area
55777.84768580231,0.0021544761580393696,0.000467,2.5,2.8935185185185185e-07,Ringold
71094.79602002332,0.0021544761580393696,0.000467,2.5,2.8935185185185185e-07,Pasco
